iter	MAPE	RMSE	R2	MAE
56	0.02230866536	0.4077841126	0.8351724463	0.2970420776
57	0.02206252143	0.4037764859	0.8383963157	0.2937404021
58	0.02181344584	0.3999937016	0.8414101035	0.2904244012
59	0.02157478559	0.3963088558	0.8443185872	0.2872168315
60	0.02136884534	0.3927821057	0.8470770744	0.2844580899
61	0.02116271314	0.3893090422	0.8497694727	0.2817082547
62	0.02096416052	0.3859367447	0.852360873	0.2790611893
63	0.02078353438	0.3828052324	0.854747057	0.2766434647
64	0.02059361605	0.3796996725	0.857094266	0.2740996219
65	0.02040021141	0.3766147544	0.8594069444	0.2715003921
66	0.02024059429	0.3737651953	0.8615264184	0.2693731797
67	0.0200658036	0.3708558583	0.8636737471	0.2670375536
68	0.01991043551	0.3681734451	0.86563872	0.264948366
69	0.01975083239	0.3655475104	0.8675485031	0.2628012165
70	0.01959274223	0.3629533125	0.8694217816	0.2606829285
71	0.01944204738	0.3605323187	0.8711579539	0.2586648919
72	0.0192635491	0.3577989218	0.8731041951	0.2562683988
73	0.01912423734	0.3555234075	0.8747131156	0.2543669486
74	0.01897757584	0.353207415	0.8763401161	0.2523817446
75	0.0188479787	0.3510131274	0.8778718081	0.2506559466
76	0.01872701745	0.3489139948	0.8793281452	0.2490362012
77	0.01859334009	0.346734074	0.8808312854	0.2472431272
78	0.0184788262	0.3447514369	0.8821902105	0.24569747
79	0.01836693085	0.3428265425	0.8835021026	0.244194239
80	0.01825921321	0.3409632468	0.8847650161	0.2427481983
81	0.01813592302	0.3390150595	0.8860781075	0.2411128872
82	0.01803042461	0.3371784217	0.8873091235	0.2396721291
83	0.0179318084	0.3354753044	0.8884446711	0.2383354771
84	0.01781699158	0.3335747703	0.8897050569	0.236813487
85	0.01770303556	0.3317317094	0.8909204888	0.2352846151
86	0.01761071983	0.3300738748	0.8920080178	0.234027603
87	0.01752651078	0.3285534438	0.8930006209	0.2328859988
88	0.01744195732	0.3270582423	0.8939722839	0.2317618642
89	0.01735189535	0.3256688623	0.8948712056	0.2305425056
90	0.0172671119	0.3242404411	0.8957913972	0.2293931136
91	0.01719542298	0.3228991369	0.8966517855	0.2284282521
92	0.01711482741	0.3214660656	0.8975670973	0.2273504989
93	0.01700876938	0.3196982933	0.8986905762	0.2259403855
94	0.01691206498	0.3181534449	0.8996673068	0.2246594744
95	0.01684455062	0.3168993847	0.9004567074	0.2237631644
96	0.01678121314	0.3157247867	0.9011932609	0.2229264667
97	0.01671209729	0.3145123341	0.9019506829	0.221990768
98	0.01665090029	0.3134484326	0.9026129042	0.2211763108
99	0.01659436757	0.3123895447	0.9032697767	0.2204196938
100	0.01649780786	0.3108442929	0.9042243725	0.2191399998
101	0.01644292726	0.3097930032	0.9048711121	0.2184106435
102	0.01638793697	0.308744054	0.9055142282	0.2176719219
103	0.01633487847	0.3077769465	0.9061052342	0.2169640745
104	0.01625380806	0.3064059702	0.9069398697	0.2158798791
105	0.01617278267	0.3050847984	0.9077406593	0.2148063063
106	0.01610403502	0.3039560297	0.9084220883	0.2138900984
107	0.01605709926	0.3030599011	0.9089612755	0.2132575203
108	0.01601286466	0.3022381025	0.9094543402	0.2126625254
109	0.01596635055	0.3013971598	0.909957505	0.2120355131
110	0.01592324839	0.3005567795	0.9104589326	0.2114399541
111	0.01588089969	0.2997450234	0.9109419519	0.2108682076
112	0.01580532648	0.2985196648	0.9116686027	0.2098656962
113	0.01575496207	0.2976089344	0.9122067473	0.2091644686
114	0.01571700185	0.2968959136	0.912626919	0.2086570225
115	0.01565228432	0.2958302669	0.9132530087	0.2077996766
116	0.01561326223	0.2950968118	0.913682621	0.2072660215
117	0.01555859771	0.2942434818	0.9141811063	0.2065298825
118	0.01549575663	0.2932927279	0.914734803	0.2056865111
119	0.01546489175	0.2926638727	0.9151000489	0.2052640714
120	0.01543043575	0.2919787152	0.9154971034	0.2047933403
121	0.01538961495	0.2912396851	0.9159243342	0.2042514538
122	0.01536077341	0.2906157109	0.9162842085	0.203860272
123	0.01530949995	0.2898029729	0.9167517941	0.2031578625
124	0.01525379349	0.2889134962	0.9172620284	0.2024031005
125	0.01522839903	0.2883646246	0.9175760974	0.2020671948
126	0.01519490296	0.2877428726	0.9179311478	0.2016027836
127	0.01516971678	0.2871883493	0.9182471607	0.2012703727
128	0.01512059607	0.2864229097	0.9186823697	0.20061397
129	0.01509517798	0.2858921949	0.9189834384	0.2002607378
130	0.01506979374	0.2853493408	0.9192908159	0.1999196608
131	0.01504328695	0.2847922383	0.9196056538	0.1995642798
132	0.01500164236	0.2841525308	0.9199664158	0.1990007646
133	0.01497931765	0.2836627734	0.9202420654	0.1987103969
134	0.01493397554	0.2829219818	0.9206581006	0.1981032983
135	0.01491491509	0.2824983092	0.92089555	0.1978534856
136	0.01489441721	0.282052731	0.9211448925	0.1975815399
137	0.01487584794	0.2816260651	0.921383283	0.197335015
138	0.01485569786	0.2811837575	0.9216300319	0.1970621967
139	0.01483089181	0.2807382769	0.9218781589	0.1967273147
140	0.01481349056	0.2803722695	0.9220817259	0.1964924818
141	0.01479016302	0.279915971	0.9223351395	0.1961713362
142	0.01477288462	0.279532318	0.9225478885	0.1959519022
143	0.01473345139	0.2788791175	0.9229094399	0.1954122227
144	0.01470784094	0.2783974543	0.9231755023	0.1950661289
145	0.01468920872	0.2779742977	0.9234088671	0.1948222242
146	0.01467382594	0.2776277503	0.9235997187	0.1946217103
147	0.0146465842	0.2771218945	0.9238778776	0.1942566482
148	0.01462889828	0.2767771777	0.9240671391	0.1940104444
149	0.01460319402	0.2762490507	0.9243566423	0.193663602
150	0.01458947787	0.2759274224	0.9245326782	0.1934882175
151	0.01457694654	0.2756412758	0.9246891217	0.193322421
152	0.01456243763	0.2753031051	0.9248737987	0.1931304156
153	0.01454786751	0.2749861944	0.9250466598	0.1929434827
154	0.01453039957	0.2746398898	0.9252353263	0.1927014567
155	0.01450861717	0.2742533543	0.9254456298	0.1924098767
156	0.01448978426	0.2739277092	0.9256225746	0.1921507253
157	0.01447061232	0.2735916272	0.92580497	0.1918939301
158	0.01445079519	0.2732325012	0.9259996242	0.1916312271
159	0.01443709919	0.2729300545	0.9261633586	0.191453201
160	0.01442542228	0.2726619708	0.9263083385	0.1912986254
161	0.01440073686	0.2722578295	0.9265266291	0.190952218
162	0.01438165405	0.2718639276	0.9267390774	0.1906944668
163	0.01436141796	0.2714845573	0.9269433975	0.1904281868
164	0.01435216782	0.2712304313	0.9270801043	0.190310468
165	0.01433601498	0.2708879287	0.9272641506	0.1900948284
166	0.01432580216	0.2706482163	0.9273928236	0.1899587355
167	0.01431472926	0.2703847325	0.927534125	0.189813155
168	0.01430523554	0.2701657126	0.9276514766	0.1896894249
169	0.01429526969	0.2699262315	0.9277796826	0.1895612924
170	0.0142823351	0.2696405935	0.9279324499	0.1893840703
171	0.01427029973	0.269375261	0.9280742123	0.1892201013
172	0.01426225876	0.2691778583	0.9281795906	0.1891080163
173	0.01423273264	0.2686933011	0.9284379311	0.1887019667
174	0.01420694381	0.2682409958	0.9286786566	0.1883438012
175	0.01419698774	0.2680440988	0.9287833221	0.1882078212
176	0.01417074889	0.267564435	0.929037978	0.1878416646
177	0.014162305	0.2673570161	0.9291479564	0.1877356169
178	0.01414733649	0.2670484293	0.9293114187	0.1875361864
179	0.01413786338	0.2668176119	0.9294335621	0.1874189276
180	0.01412021851	0.2665289362	0.9295861742	0.1871879188
181	0.01410373295	0.2662390745	0.929739247	0.186971804
182	0.01409673971	0.2660639772	0.9298316333	0.1868769113
183	0.01408977756	0.2658965662	0.9299199073	0.1867798567
184	0.01408247429	0.2657242057	0.9300107331	0.1866813119
185	0.01406902494	0.2654615676	0.9301490175	0.1864986805
186	0.01405694661	0.2652579267	0.9302561446	0.186337996
187	0.01403621938	0.2649363236	0.9304251593	0.1860491482
188	0.01402830486	0.2647281966	0.9305344287	0.1859478753
189	0.01400839499	0.2643712088	0.9307216519	0.1856714858
190	0.01400025218	0.2641736945	0.9308251303	0.1855663017
191	0.01399269173	0.2640057527	0.9309130547	0.1854700705
192	0.01397648388	0.2637430841	0.9310504604	0.1852404038
193	0.01397107387	0.2636144942	0.9311176778	0.1851682915
194	0.01396301532	0.2634450741	0.931206188	0.1850527765
195	0.01394220054	0.263085684	0.9313937562	0.1847571064
196	0.01393479851	0.2628915653	0.9314949616	0.1846652547
197	0.0139290463	0.2627732798	0.931556594	0.1845915753
198	0.01391761981	0.2625360648	0.931680111	0.1844325398
199	0.01390605576	0.2623169446	0.9317941069	0.184276791
200	0.0138866717	0.2619922423	0.9319628562	0.1840079186
201	0.01387422603	0.2617759553	0.9320751456	0.1838295383
202	0.01386877631	0.2616424068	0.9321444334	0.1837581517
203	0.01385664014	0.2613871992	0.9322767424	0.1836032771
204	0.01384946409	0.2612361482	0.9323549919	0.1835053378
205	0.01383837311	0.2610113834	0.9324713439	0.1833584383
206	0.01383222131	0.2608424176	0.932558745	0.1832820584
207	0.01382668481	0.2607276919	0.932618057	0.1832063397
208	0.01382059232	0.2606176839	0.9326749055	0.1831261661
209	0.01381601755	0.2604860504	0.9327428978	0.1830658524
210	0.01379868961	0.2601915093	0.932894912	0.1828255113
211	0.0137816413	0.2599392995	0.933024942	0.1825902997
212	0.01377644043	0.2598046464	0.9330943125	0.1825243426
213	0.0137586997	0.2595023094	0.9332499394	0.1822797934
214	0.01374291033	0.2592311477	0.9333893648	0.1820604749
215	0.01373703657	0.2590894975	0.9334621403	0.1819836251
216	0.01373013967	0.2589707211	0.9335231332	0.1818867152
217	0.01372231686	0.2588157716	0.9336026594	0.1817890457
218	0.01371251304	0.2586689187	0.9336779861	0.1816596506
219	0.01370715506	0.2585436388	0.9337422134	0.1815923223
220	0.01369899833	0.2583926904	0.9338195589	0.1814786829
221	0.01369149795	0.2582315022	0.9339021013	0.1813742125
222	0.0136824827	0.2580570515	0.9339913772	0.181252731
223	0.01367698211	0.2579522037	0.9340450045	0.1811818978
224	0.01367234596	0.2578230408	0.9341110385	0.181123019
225	0.01366618063	0.2577064402	0.9341706217	0.1810402804
226	0.01365527428	0.2575146967	0.9342685444	0.1808937937
227	0.01364949816	0.2573924241	0.9343309506	0.1808202599
228	0.013640216	0.2572078429	0.9344251019	0.1807032705
229	0.01363378611	0.2571013749	0.9344793785	0.1806145674
230	0.01362278436	0.2569135973	0.9345750514	0.1804587123
231	0.01361031484	0.256697755	0.9346849369	0.1802933452
232	0.01359825032	0.2564776356	0.9347969048	0.1801310607
233	0.01358519579	0.2562853866	0.9348946172	0.1799507449
234	0.01358002497	0.2561745929	0.934950896	0.179886245
235	0.01357128283	0.2560029109	0.9350380554	0.1797662305
236	0.01356592238	0.2558962578	0.9350921716	0.1796904309
237	0.01356097586	0.2557976667	0.935142177	0.179626265
238	0.01354955495	0.2555798078	0.9352526068	0.1794702635
239	0.01353431251	0.2553124134	0.9353880168	0.1792548262
240	0.01352812243	0.2551987782	0.9354455194	0.1791754991
241	0.01351060732	0.2549039797	0.9355945763	0.1789280052
242	0.01349706033	0.254709791	0.9356926684	0.1787390397
243	0.01348916267	0.2545537152	0.9357714542	0.1786286814
244	0.01348119694	0.2543982356	0.9358498909	0.1785250686
245	0.01347670751	0.2542944991	0.9359021974	0.1784690934
246	0.01346769601	0.2541507294	0.9359746545	0.1783477039
247	0.01345910361	0.2540180779	0.9360414719	0.1782235187
248	0.01345588569	0.2539406536	0.9360804548	0.1781794737
249	0.01344453413	0.2537435888	0.9361796229	0.1780188059
250	0.01343556854	0.253602239	0.9362507064	0.1778953236
251	0.01342261887	0.2534001248	0.9363522789	0.1777191661
252	0.01341056947	0.2531936224	0.936455973	0.1775600927
253	0.01340456793	0.2530988028	0.9365035578	0.1774764327
254	0.01339515163	0.2529298853	0.9365882843	0.1773478693
255	0.01338831917	0.2528131067	0.9366468256	0.1772520933
256	0.01338187681	0.2526942271	0.9367063923	0.1771685335
257	0.01337628461	0.2525672374	0.9367699918	0.1770968607
258	0.01336935841	0.2524348084	0.9368362815	0.1770006401
259	0.01336129258	0.2523120319	0.9368977083	0.1768896299
260	0.01334905878	0.2521087222	0.9369993613	0.1767230871
261	0.01333904142	0.2519121255	0.93709758	0.176585542
262	0.01333157624	0.251755498	0.9371757754	0.1764831414
263	0.01332742249	0.2516681369	0.9372193688	0.1764277712
264	0.01331647667	0.2514649214	0.9373207153	0.1762722533
265	0.0133131778	0.2513896254	0.9373582458	0.176230802
266	0.01330687301	0.2512808002	0.9374124685	0.1761470266
267	0.01330189591	0.2511707497	0.937467278	0.1760828115
268	0.01329496124	0.2510515093	0.9375266373	0.1759848944
269	0.01328705258	0.2509002379	0.9376019014	0.1758765007
270	0.01327518151	0.2506929461	0.9377049644	0.175716834
271	0.01326696554	0.2505270289	0.9377873951	0.1756041755
272	0.01326457874	0.2504673587	0.937817027	0.1755717905
273	0.01325951133	0.2503736689	0.9378635386	0.1755053097
274	0.01325084012	0.2502390661	0.9379303308	0.1753831173
275	0.01324536977	0.2501364112	0.9379812457	0.175308052
276	0.01323318512	0.2499413434	0.9380779381	0.1751418375
277	0.01322724035	0.2498479683	0.9381241961	0.175060122
278	0.01321921409	0.249683564	0.9382056	0.1749585463
279	0.01321366885	0.2495932369	0.9382503022	0.1748881632
280	0.013203234	0.2494367746	0.9383276959	0.1747439504
281	0.01319639557	0.2493382868	0.9383763878	0.1746500923
282	0.01318644379	0.2491836558	0.9384527977	0.1745116556
283	0.01318038797	0.2490717453	0.9385080681	0.1744280781
284	0.01317469487	0.2489649368	0.9385607955	0.174356284
285	0.01316068243	0.2487384021	0.9386725524	0.1741628242
286	0.01315704685	0.2486547232	0.9387138082	0.1741151306
287	0.01315352566	0.2485608229	0.9387600869	0.1740691216
288	0.01314647943	0.248464373	0.9388076039	0.1739697183
289	0.01314115787	0.2483665563	0.9388557755	0.1739004772
290	0.01313813705	0.2482947653	0.9388911182	0.1738572593
291	0.01313006851	0.2481357459	0.938969367	0.1737518659
292	0.01311884532	0.2479739331	0.9390489389	0.1735954079
293	0.01311171278	0.2478362503	0.9391166039	0.1734998505
294	0.01310427337	0.2477278257	0.9391698634	0.1734016137
295	0.01309799317	0.2476207631	0.939222431	0.1733133668
296	0.01308777188	0.247444338	0.9393090059	0.1731710455
297	0.01307672726	0.2472737164	0.9393926742	0.1730188577
298	0.0130693066	0.2471480042	0.9394542832	0.1729137175
299	0.01306556489	0.2470793575	0.9394879123	0.1728632897
300	0.01305463672	0.2469315303	0.9395602992	0.1727122224
301	0.01304420057	0.2467766943	0.9396360717	0.1725758842
302	0.01303417306	0.2466329113	0.9397063926	0.1724379248
303	0.01302797168	0.2465050118	0.9397689108	0.172352839
304	0.01301841508	0.2463529776	0.939843184	0.1722292793
305	0.01300764484	0.2462009019	0.9399174317	0.1720821475
306	0.01300274069	0.2461100253	0.9399617783	0.1720196427
307	0.01299461138	0.2460003155	0.9400152935	0.1719105411
308	0.01298998953	0.2459053532	0.9400615958	0.1718528219
309	0.01298101213	0.2457599139	0.9401324753	0.1717267294
310	0.01297290735	0.2456330714	0.9401942574	0.1716203648
311	0.01296791073	0.2455414654	0.9402388568	0.1715560593
312	0.01296158042	0.2454498236	0.940283457	0.171473055
313	0.01295451326	0.2453325296	0.9403405173	0.1713732784
314	0.01294762556	0.2452011059	0.9404044189	0.1712823315
315	0.01294512047	0.2451410496	0.9404336084	0.1712509106
316	0.01294174631	0.245071076	0.940467609	0.1712054622
317	0.0129352646	0.2449721393	0.9405156665	0.1711128983
318	0.01293197984	0.2448952947	0.9405529796	0.1710728425
319	0.01292288489	0.2447607801	0.9406182671	0.1709497269
320	0.01291738758	0.2446606509	0.9406668421	0.1708779681
321	0.01290787798	0.2444948182	0.9407472477	0.1707425764
322	0.01290431428	0.2444226088	0.9407822421	0.1706977932
323	0.0129016546	0.2443454957	0.9408196015	0.1706663214
324	0.01289068701	0.2441686831	0.9409052184	0.1705129201
325	0.01288712338	0.2440985315	0.9409391704	0.1704657258
326	0.01288127344	0.243996468	0.9409885496	0.1703803724
327	0.01287864021	0.2439404035	0.9410156653	0.170346309
328	0.01287644502	0.2438659062	0.9410516864	0.1703162777
329	0.01287008783	0.2437575252	0.9411040714	0.1702323401
330	0.01286204192	0.2436379744	0.9411618282	0.1701234642
331	0.01285077157	0.243455849	0.9412497613	0.1699627081
332	0.01284081323	0.2433071741	0.9413214952	0.1698304405
333	0.01282915538	0.2431385702	0.9414027915	0.1696692099
334	0.01282416202	0.2430531172	0.9414439732	0.1696006801
335	0.01280954008	0.2428647897	0.9415346813	0.169399109
336	0.01280155853	0.2427555219	0.941587278	0.169286021
337	0.01279877548	0.2426705129	0.9416281812	0.1692515129
338	0.01279284198	0.2425796029	0.9416719079	0.1691730186
339	0.01278498916	0.2424386095	0.9417396917	0.1690683747
340	0.01278168081	0.242380949	0.9417674011	0.1690243835
341	0.01277416431	0.2422632273	0.9418239532	0.1689184164
342	0.0127711163	0.2421868919	0.9418606091	0.1688777576
343	0.01276429755	0.2420926691	0.9419058386	0.1687803269
344	0.0127569845	0.241969231	0.9419650655	0.1686831126
345	0.01275395674	0.2418957087	0.942000328	0.1686452701
346	0.01275072278	0.2418142693	0.9420393751	0.1685976357
347	0.01274506562	0.2417053573	0.9420915737	0.1685185583
348	0.01273540705	0.2415787251	0.9421522356	0.1683855861
349	0.01272647697	0.2414347388	0.9422211722	0.1682630656
350	0.01272016231	0.2413420585	0.9422655231	0.1681732064
351	0.0127131452	0.2412053459	0.9423309141	0.1680737123
352	0.01270862692	0.2411142457	0.9423744676	0.1680143058
353	0.01270407398	0.2410087216	0.9424248964	0.1679546187
354	0.01269792945	0.2409058473	0.9424740377	0.1678664681
355	0.01269437378	0.2408530497	0.94249925	0.1678202276
356	0.01268624755	0.2407497126	0.9425485804	0.1677065908
357	0.01268102724	0.2406381602	0.9426018087	0.1676352525
358	0.01267808452	0.2405591592	0.94263949	0.1675983735
359	0.01267552996	0.2405037556	0.9426659086	0.1675667613
360	0.01266589013	0.2403686556	0.9427303039	0.1674350047
361	0.01265615926	0.2402317085	0.9427955427	0.1673001761
362	0.01264902733	0.2401158195	0.9428507208	0.1672036962
363	0.01264667549	0.2400496904	0.9428821949	0.1671746139
364	0.0126425626	0.2399804869	0.9429151229	0.16711951
365	0.01263413995	0.2398454722	0.9429793376	0.1670002569
366	0.0126302951	0.2397697136	0.9430153534	0.1669515613
367	0.01261864087	0.2396197828	0.9430865975	0.1667883971
368	0.01261216055	0.2395162884	0.9431357499	0.1667032442
369	0.01260915905	0.2394539909	0.9431653265	0.166663612
370	0.01260500646	0.2393698257	0.9432052729	0.1666034414
371	0.01260284314	0.2393050657	0.9432359997	0.1665773149
372	0.01259028664	0.2391328464	0.9433176723	0.1664037559
373	0.01258623884	0.2390705874	0.9433471833	0.1663500192
374	0.01257492554	0.2389034044	0.9434263907	0.1661941174
375	0.01256885155	0.2388107835	0.9434702484	0.1661080941
376	0.01256452901	0.2387364133	0.9435054518	0.1660504424
377	0.01256238146	0.2386883829	0.9435281814	0.1660230476
378	0.01255442963	0.2385524059	0.9435925052	0.1659168789
379	0.01254623388	0.2384400352	0.9436456345	0.1658024611
380	0.01254333019	0.2383937406	0.9436675155	0.1657627066
381	0.01253925129	0.2383140259	0.9437051823	0.1657048512
382	0.0125347513	0.2382262779	0.9437466306	0.1656410634
383	0.01252819455	0.2381317808	0.9437912498	0.1655533256
384	0.01252122841	0.2380255168	0.9438414038	0.1654580539
385	0.01251618147	0.2379488825	0.9438775594	0.1653919593
386	0.01251223708	0.2378719188	0.9439138587	0.1653394238
387	0.01250103114	0.2377318243	0.943979903	0.1651850287
388	0.01249323226	0.2376213222	0.9440319693	0.1650785416
389	0.01248728125	0.2375212668	0.9440790924	0.1650013651
390	0.01248152691	0.2374143031	0.9441294471	0.1649264583
391	0.01247704631	0.2373286894	0.9441697347	0.1648618786
392	0.0124731198	0.2372504739	0.9442065281	0.1648102102
393	0.01246561927	0.2371280739	0.9442640822	0.1647059386
394	0.01246225152	0.2370527746	0.9442994741	0.164660652
395	0.01245953866	0.2370009111	0.9443238442	0.1646248138
396	0.0124550468	0.2369340724	0.9443552433	0.1645644978
397	0.0124507941	0.236870216	0.944385233	0.1645088574
398	0.01244448372	0.2367661676	0.9444340813	0.1644194294
399	0.01244087029	0.2366967389	0.9444666646	0.164372746
400	0.01243801348	0.2366308339	0.9444975853	0.1643346455
401	0.01243499742	0.2365674098	0.9445273339	0.164294936
402	0.01243137605	0.2365116323	0.9445534893	0.1642437246
403	0.01242597059	0.2364137295	0.9445993834	0.1641744069
404	0.01242229092	0.2363374031	0.9446351499	0.1641285943
405	0.01241757173	0.2362678958	0.944667711	0.1640613544
406	0.01241248205	0.2361899585	0.9447042097	0.1639899507
407	0.01240957086	0.2361378057	0.9447286266	0.1639514188
408	0.01240565614	0.236071163	0.9447598195	0.163896589
409	0.01239890222	0.2359522049	0.9448154774	0.163809627
410	0.01239481628	0.2359021421	0.9448388923	0.1637537937
411	0.0123894667	0.2358192865	0.9448776338	0.1636826101
412	0.01238263131	0.2357321574	0.9449183588	0.1635863572
413	0.01237871628	0.2356503119	0.9449566006	0.1635309421
414	0.01237503532	0.2355763187	0.9449911619	0.1634790872
415	0.01236867435	0.2354830543	0.9450347092	0.1633917972
416	0.01236197659	0.2353773169	0.9450840595	0.1633020872
417	0.01235695565	0.2352911722	0.945124249	0.1632322104
418	0.0123524425	0.2352137663	0.945160349	0.1631699168
419	0.01234672995	0.2351430843	0.9451933029	0.1630885915
420	0.012342675	0.235074011	0.9452254971	0.1630348601
421	0.01233754409	0.2349780999	0.9452701844	0.1629650497
422	0.0123340592	0.2349098627	0.9453019666	0.1629202056
423	0.01233285298	0.2348737116	0.9453188007	0.1629045749
424	0.01232897987	0.2348021857	0.9453520996	0.162850463
425	0.01232488109	0.2347132955	0.9453934684	0.1627949311
426	0.01231840216	0.2346201853	0.9454367844	0.1627052845
427	0.01231534351	0.2345550357	0.9454670826	0.1626653874
428	0.01230995463	0.2344807201	0.9455016331	0.1625888097
429	0.01230335314	0.2343851536	0.9455460475	0.1624968646
430	0.0122991529	0.2343104806	0.945580739	0.1624361042
431	0.01229213199	0.2342111902	0.9456268502	0.1623413522
432	0.01229031562	0.2341623708	0.9456495151	0.1623193102
433	0.01228684227	0.2340935014	0.9456814804	0.1622721419
434	0.01228179393	0.2339908869	0.9457290908	0.1622064901
435	0.01227552272	0.2338881323	0.9457767453	0.1621232711
436	0.01227309428	0.2338252596	0.9458058935	0.162091001
437	0.01227128924	0.2337650437	0.9458338026	0.1620691622
438	0.01226387689	0.233662987	0.9458810879	0.1619678022
439	0.01225999799	0.2336008821	0.9459098524	0.1619163144
440	0.01225628718	0.2335329201	0.9459413209	0.1618645051
441	0.01224997832	0.2334445763	0.9459822132	0.1617767329
442	0.01224740999	0.2333890641	0.9460079006	0.1617434709
443	0.01224339329	0.2333213996	0.946039203	0.1616858908
444	0.01223725532	0.233221709	0.9460853045	0.1616012059
445	0.01223377425	0.2331541944	0.9461165152	0.1615568007
446	0.01223098044	0.2330989398	0.9461420515	0.1615199353
447	0.01222915868	0.2330540517	0.9461627925	0.1614968123
448	0.01222113856	0.232928455	0.9462208044	0.1613851781
449	0.01221788348	0.2328738588	0.9462460121	0.1613429645
450	0.0122139024	0.2328144225	0.9462734478	0.1612926764
451	0.01220900613	0.2327376501	0.9463088755	0.1612266654
452	0.0122072777	0.2326883205	0.9463316332	0.1612054489
453	0.01220339427	0.2326267133	0.9463600482	0.1611510037
454	0.01220149264	0.2325616245	0.9463900608	0.1611268513
455	0.01219300846	0.2324400275	0.9464461071	0.161007017
456	0.01219157804	0.2323911804	0.9464686133	0.1609899713
457	0.01218600853	0.2323102606	0.9465058866	0.1609149098
458	0.01218150867	0.2322321004	0.9465418765	0.1608541956
459	0.01217440272	0.2321301705	0.9465887932	0.1607531996
460	0.01216856144	0.2320459554	0.9466275406	0.1606713363
461	0.01216452162	0.2319728417	0.9466611687	0.160613544
462	0.01215864871	0.2318744749	0.9467063952	0.1605365439
463	0.01215108809	0.231777216	0.9467510935	0.1604326299
464	0.0121462253	0.2316763465	0.9467974313	0.1603660567
465	0.01214245725	0.2316052983	0.9468300575	0.1603158752
466	0.01213926547	0.2315514696	0.9468547697	0.1602730607
467	0.01213075198	0.2314446771	0.94690378	0.1601574688
468	0.01212607052	0.2313769738	0.9469348394	0.1600936143
