iter	MAPE	RMSE	R2	MAE
1335	0.0104215303	0.2015295072	0.9597425284	0.1370309849
1336	0.01041960051	0.2015087724	0.9597508119	0.1370030494
1337	0.01041799801	0.2014932835	0.9597569991	0.1369806976
1338	0.01041611834	0.2014692991	0.9597665791	0.1369545543
1339	0.01041543067	0.2014497094	0.9597744028	0.1369462649
1340	0.01041507543	0.2014424192	0.9597773142	0.1369416481
1341	0.01041363804	0.2014174057	0.9597873026	0.1369214186
1342	0.01041301368	0.2014053557	0.959792114	0.1369121548
1343	0.01041230879	0.2013817635	0.9598015332	0.136903445
1344	0.01041045245	0.2013603652	0.9598100755	0.1368781212
1345	0.01040908131	0.2013360081	0.9598197979	0.1368606393
1346	0.01040884014	0.2013278818	0.9598230413	0.1368573988
1347	0.01040758221	0.2013080681	0.959830949	0.1368409577
1348	0.01040703401	0.2013013608	0.9598336257	0.1368334431
1349	0.01040636579	0.201278041	0.9598429313	0.1368253215
1350	0.010405517	0.2012593345	0.9598503952	0.1368150142
1351	0.01040487795	0.2012430278	0.9598569011	0.1368069325
1352	0.01040430388	0.2012206972	0.9598658094	0.136800051
1353	0.01040371549	0.2012032441	0.9598727713	0.1367928518
1354	0.01040280706	0.2011821522	0.9598811838	0.1367807993
1355	0.01040162175	0.2011620728	0.9598891917	0.1367644154
1356	0.01039964414	0.2011383263	0.959898661	0.136736554
1357	0.0103987134	0.2011117552	0.9599092554	0.1367242618
1358	0.01039804375	0.2011002555	0.9599138401	0.1367140809
1359	0.0103973069	0.2010803232	0.9599217861	0.1367050646
1360	0.01039578069	0.2010522473	0.9599329771	0.1366834351
1361	0.01039397128	0.2010292415	0.9599421461	0.1366581146
1362	0.01039363694	0.201021119	0.9599453831	0.1366530228
1363	0.01039273595	0.2009964024	0.9599552324	0.1366418321
1364	0.01039206028	0.2009815906	0.9599611341	0.1366328708
1365	0.01039165026	0.2009723546	0.9599648139	0.1366276703
1366	0.01039021312	0.2009469663	0.9599749284	0.136607656
1367	0.01038910115	0.2009296895	0.9599818105	0.1365914932
1368	0.01038857341	0.2009139641	0.9599880742	0.1365849687
1369	0.01038753591	0.2008963068	0.9599951068	0.1365721295
1370	0.01038670071	0.2008769975	0.9600027966	0.1365606009
1371	0.01038495685	0.2008511949	0.9600130712	0.1365370104
1372	0.01038371776	0.200833364	0.9600201707	0.1365204923
1373	0.01038351287	0.2008273553	0.960022563	0.1365176106
1374	0.01038243926	0.2008094159	0.9600297048	0.1365035964
1375	0.01038236724	0.2008061831	0.9600309918	0.1365025636
1376	0.01038152097	0.2007870045	0.9600386261	0.1364923196
1377	0.01038031383	0.200769135	0.9600457387	0.1364758642
1378	0.01037993199	0.2007590371	0.9600497577	0.1364710179
1379	0.01037862115	0.2007263846	0.9600627521	0.1364528041
1380	0.01037723383	0.2007093682	0.960069523	0.1364330448
1381	0.01037679806	0.2006985178	0.9600738403	0.1364268995
1382	0.01037509342	0.2006739636	0.9600836091	0.1364044769
1383	0.0103730679	0.2006429166	0.9600959594	0.1363778722
1384	0.01037252696	0.200622717	0.9601039936	0.1363712993
1385	0.01037168204	0.2006049946	0.9601110419	0.1363601208
1386	0.01037110822	0.2005949819	0.9601150236	0.1363521545
1387	0.01037005708	0.2005753318	0.9601228375	0.1363378962
1388	0.01036998603	0.2005724957	0.9601239652	0.1363368622
1389	0.01036939673	0.2005579365	0.960129754	0.136329486
1390	0.01036849551	0.2005413169	0.9601363616	0.1363182721
1391	0.01036768851	0.2005235291	0.960143433	0.1363071715
1392	0.01036711885	0.2005005396	0.9601525714	0.1363001642
1393	0.0103652695	0.2004785166	0.9601613246	0.1362740962
1394	0.01036335182	0.2004546275	0.9601708184	0.1362480012
1395	0.01036289527	0.2004433001	0.9601753197	0.1362423049
1396	0.01036238894	0.2004279398	0.9601814231	0.136236224
1397	0.01036209481	0.2004168864	0.9601858149	0.1362326034
1398	0.01036150178	0.2003995616	0.960192698	0.1362248131
1399	0.01036143282	0.2003968028	0.960193794	0.1362238075
1400	0.01036034998	0.2003781118	0.9602012191	0.1362084566
1401	0.01035958588	0.2003600232	0.9602084042	0.1361991588
1402	0.01035878809	0.2003457899	0.9602140575	0.1361885735
1403	0.01035871973	0.2003430854	0.9602151316	0.1361875766
1404	0.01035865429	0.2003401654	0.9602162913	0.1361866348
1405	0.01035779471	0.2003269366	0.9602215451	0.1361748356
1406	0.01035747611	0.2003198665	0.9602243529	0.1361701642
1407	0.01035611892	0.2002959992	0.9602338305	0.1361512172
1408	0.01035508698	0.2002758726	0.9602418219	0.1361375106
1409	0.01035468793	0.2002662345	0.9602456484	0.1361323403
1410	0.01035432057	0.2002568242	0.9602493844	0.136127588
1411	0.01035251517	0.2002348256	0.9602581173	0.1361017049
1412	0.01035187969	0.2002181961	0.9602647181	0.1360937791
1413	0.01035150674	0.200204222	0.9602702645	0.1360888174
1414	0.01035038151	0.200182432	0.9602789123	0.1360736414
1415	0.01034929909	0.2001692184	0.960284156	0.1360587746
1416	0.01034853262	0.20015166	0.9602911232	0.1360493911
1417	0.01034802226	0.2001456923	0.9602934911	0.1360423885
1418	0.01034795091	0.2001425787	0.9602947265	0.1360413508
1419	0.0103470724	0.2001191297	0.9603040298	0.1360301399
1420	0.01034608506	0.2001063275	0.9603091086	0.1360164238
1421	0.01034482837	0.2000842372	0.9603178713	0.1359988739
1422	0.01034421237	0.2000673682	0.9603245621	0.1359912583
1423	0.01034367185	0.2000512712	0.9603309463	0.1359837972
1424	0.01034307318	0.2000334914	0.9603379972	0.1359761472
1425	0.01034192976	0.200012841	0.9603461858	0.1359614359
1426	0.01034144177	0.2000023489	0.9603503459	0.1359549723
1427	0.01034025655	0.1999844043	0.9603574605	0.1359369985
1428	0.01033867861	0.1999672424	0.9603642642	0.1359150749
1429	0.01033782535	0.1999478405	0.9603719552	0.1359037416
1430	0.01033735333	0.1999356984	0.960376768	0.1358973541
1431	0.01033638728	0.1999148685	0.9603850237	0.1358842876
1432	0.01033474193	0.1998907986	0.9603945624	0.1358620223
1433	0.01033353673	0.1998736869	0.960401343	0.1358452145
1434	0.01033289058	0.1998601692	0.960406699	0.1358367972
1435	0.01033200254	0.1998371027	0.9604158377	0.1358254141
1436	0.01033193604	0.1998345731	0.9604168398	0.1358244445
1437	0.01033100861	0.1998197262	0.9604227213	0.1358111928
1438	0.01032984141	0.199792581	0.9604334736	0.1357952268
1439	0.01032942812	0.1997812412	0.9604379649	0.1357897778
1440	0.01032762699	0.1997587804	0.9604468601	0.1357652595
1441	0.0103270126	0.1997494364	0.9604505603	0.1357561223
1442	0.01032620202	0.1997310365	0.9604578462	0.1357453646
1443	0.01032554662	0.1997196695	0.9604623468	0.13573647
1444	0.01032534121	0.1997146037	0.9604643525	0.1357335744
1445	0.01032527085	0.199711627	0.9604655311	0.1357325514
1446	0.01032468709	0.1996997743	0.9604702236	0.1357255198
1447	0.01032217667	0.1996685614	0.9604825796	0.1356912823
1448	0.01032127658	0.1996533317	0.9604886077	0.1356786889
1449	0.01031908458	0.1996298026	0.96049792	0.135647208
1450	0.01031804455	0.1996164827	0.9605031912	0.1356316993
1451	0.01031714793	0.1995929647	0.9605124973	0.1356200654
1452	0.01031668145	0.1995855632	0.9605154259	0.1356137207
1453	0.01031541774	0.1995556297	0.9605272687	0.1355962075
1454	0.01031531098	0.1995519101	0.9605287402	0.1355946673
1455	0.01031416112	0.1995280502	0.9605381786	0.1355793531
1456	0.01031274359	0.1995084459	0.9605459327	0.135559554
1457	0.01031046339	0.1994842583	0.9605554986	0.1355271893
1458	0.01030932408	0.1994659459	0.9605627402	0.1355123412
1459	0.01030903498	0.1994574269	0.9605661088	0.135508662
1460	0.01030814912	0.1994446971	0.9605711421	0.1354963186
1461	0.01030778332	0.1994358809	0.9605746279	0.1354909497
1462	0.01030741391	0.1994246857	0.960579054	0.1354860554
1463	0.01030733066	0.199421248	0.960580413	0.1354847824
1464	0.01030662225	0.1993999049	0.9605888503	0.1354755025
1465	0.01030568062	0.1993813091	0.9605962009	0.135462965
1466	0.01030561596	0.1993789499	0.9605971334	0.1354620215
1467	0.0103048924	0.1993652372	0.9606025532	0.1354516531
1468	0.01030324387	0.1993453391	0.9606104171	0.1354286923
1469	0.01030236692	0.1993283437	0.9606171333	0.1354170028
1470	0.01030134721	0.1993082509	0.9606250727	0.1354032327
1471	0.01030090202	0.1992989777	0.9606287365	0.1353967055
1472	0.01030004571	0.1992769157	0.9606374527	0.1353857417
1473	0.01029970974	0.1992681807	0.9606409034	0.1353814125
1474	0.0102981449	0.1992503743	0.9606479373	0.1353598725
1475	0.01029700012	0.1992277168	0.9606568865	0.13534512
1476	0.01029580304	0.1992044388	0.9606660798	0.1353287089
1477	0.01029509408	0.1991903429	0.9606716462	0.1353191355
1478	0.01029399887	0.1991708458	0.9606793448	0.1353037014
1479	0.01029306236	0.199145944	0.9606891765	0.1352912367
1480	0.01029222469	0.1991290334	0.9606958525	0.1352801597
1481	0.01029216113	0.1991267125	0.9606967687	0.1352792308
1482	0.01029119424	0.1991079519	0.9607041742	0.1352659713
1483	0.01029051213	0.1990944234	0.960709514	0.135256851
1484	0.01028926897	0.1990783067	0.9607158749	0.1352386634
1485	0.0102889848	0.1990719384	0.9607183881	0.1352346588
1486	0.0102886378	0.1990594235	0.9607233269	0.1352303176
1487	0.01028746899	0.1990371201	0.9607321279	0.1352144343
1488	0.01028644353	0.1990182884	0.9607395581	0.1352004152
1489	0.01028618092	0.1990132628	0.9607415409	0.1351969194
1490	0.01028567042	0.1989959318	0.9607483782	0.1351908301
1491	0.01028498587	0.1989811802	0.9607541974	0.1351818384
1492	0.01028438332	0.1989598563	0.9607626086	0.13517413
1493	0.01028429915	0.1989562309	0.9607640385	0.1351728654
1494	0.0102836527	0.1989402155	0.960770355	0.1351648461
1495	0.01028294655	0.1989254577	0.9607761751	0.1351563826
1496	0.01028082006	0.1989039051	0.960784674	0.1351263549
1497	0.01027998261	0.1988921466	0.9607893104	0.1351144594
1498	0.01027851513	0.1988729012	0.9607968984	0.1350942784
1499	0.01027775053	0.1988557928	0.9608036431	0.1350838914
1500	0.01027721647	0.1988458801	0.9608075508	0.1350766431
1501	0.01027643792	0.1988359938	0.9608114479	0.135066044
1502	0.0102756517	0.198819282	0.960818035	0.135056303
1503	0.01027558476	0.1988166221	0.9608190834	0.1350553282
1504	0.01027472329	0.1988000036	0.9608256332	0.1350444918
1505	0.01027365936	0.198786262	0.9608310487	0.1350288609
1506	0.01027200065	0.1987655538	0.960839209	0.1350062677
1507	0.01027066179	0.1987472307	0.9608464287	0.1349875567
1508	0.01026942013	0.198730725	0.9608529317	0.1349699195
1509	0.01026821379	0.1987160991	0.9608586937	0.1349522413
1510	0.01026692021	0.1986980757	0.9608657935	0.1349347302
1511	0.0102668541	0.1986954706	0.9608668197	0.1349337689
1512	0.01026635199	0.1986804487	0.9608727366	0.1349265589
1513	0.01026557594	0.1986697207	0.9608769619	0.1349159712
1514	0.01026475996	0.1986474409	0.9608857363	0.1349059222
1515	0.01026399626	0.1986350372	0.9608906208	0.1348955391
1516	0.0102631895	0.1986223319	0.9608956238	0.1348846545
1517	0.01026232617	0.1986061376	0.9609020001	0.1348740232
1518	0.01026166056	0.1985967988	0.9609056769	0.1348641907
1519	0.01026158135	0.1985933874	0.96090702	0.1348630021
1520	0.01026081078	0.1985812887	0.9609117831	0.1348526058
1521	0.01025982017	0.1985667865	0.9609174921	0.1348390186
1522	0.01025890664	0.1985485609	0.9609246662	0.1348267332
1523	0.0102578388	0.1985332595	0.9609306887	0.1348119774
1524	0.01025630937	0.1985155071	0.9609376754	0.1347907571
1525	0.01025578985	0.1985017872	0.9609430746	0.1347842218
1526	0.0102550306	0.1984905484	0.9609474971	0.1347733378
1527	0.01025494924	0.1984877827	0.9609485854	0.1347721656
1528	0.01025389034	0.1984678225	0.9609564391	0.1347590726
1529	0.01025338338	0.1984570433	0.9609606801	0.1347526422
1530	0.01025275867	0.1984421415	0.9609665427	0.1347450626
1531	0.01025213549	0.1984234441	0.9609738979	0.1347373464
1532	0.010251641	0.1984078162	0.960980045	0.1347306712
1533	0.01025116434	0.1983953772	0.9609849375	0.1347239529
1534	0.01024977551	0.198380452	0.9609908075	0.1347055357
1535	0.01024904998	0.1983636966	0.9609973967	0.1346958804
1536	0.01024757775	0.1983466496	0.9610041	0.1346758219
1537	0.0102468991	0.1983377652	0.9610075934	0.1346657832
1538	0.01024682593	0.1983348606	0.9610087354	0.1346646648
1539	0.01024579241	0.1983126512	0.9610174674	0.1346514991
1540	0.01024524453	0.1982955723	0.9610241815	0.134643983
1541	0.01024335282	0.1982768814	0.9610315287	0.134616827
1542	0.01024206407	0.1982577918	0.961039032	0.1345993023
1543	0.01024153487	0.1982475434	0.9610430598	0.1345914335
1544	0.01024094397	0.1982371548	0.9610471425	0.1345830247
1545	0.01024018741	0.1982213492	0.9610533538	0.1345730368
1546	0.01023968884	0.198213048	0.9610566158	0.1345655826
1547	0.01023870513	0.1981900009	0.9610656715	0.1345521306
1548	0.01023831546	0.1981835408	0.9610682096	0.1345470219
1549	0.01023774719	0.1981671679	0.961074642	0.1345398169
1550	0.01023608128	0.1981454429	0.9610831763	0.134517901
1551	0.01023553308	0.1981258692	0.9610908647	0.1345109375
1552	0.01023536039	0.1981202687	0.9610930644	0.1345086306
1553	0.01023448504	0.1981075566	0.961098057	0.1344954658
1554	0.01023314459	0.198086238	0.9611064291	0.134477677
1555	0.01023308025	0.1980838266	0.9611073761	0.1344767414
1556	0.01023108983	0.1980635185	0.9611153504	0.1344483173
1557	0.01023060978	0.1980547327	0.9611188001	0.1344418047
1558	0.01022935577	0.1980386983	0.9611250954	0.1344248226
1559	0.01022856424	0.1980257046	0.9611301966	0.1344134916
1560	0.01022784126	0.1980077183	0.9611372572	0.1344041673
1561	0.01022733681	0.197994502	0.9611424449	0.1343970614
1562	0.01022644566	0.197979823	0.9611482064	0.1343843199
1563	0.01022592306	0.1979632583	0.9611547075	0.1343780214
1564	0.01022531058	0.197950443	0.9611597367	0.1343696916
1565	0.01022433419	0.1979367924	0.9611650933	0.1343566205
1566	0.01022426256	0.1979340271	0.9611661784	0.1343555305
1567	0.01022344621	0.1979219419	0.9611709204	0.1343432128
1568	0.0102229979	0.1979075242	0.9611765772	0.1343370824
1569	0.01022247416	0.1978955409	0.9611812786	0.1343303948
1570	0.01022135464	0.1978668973	0.9611925151	0.1343158808
1571	0.01022081641	0.1978521878	0.9611982848	0.1343086569
1572	0.01022031556	0.1978425003	0.9612020844	0.1343012087
1573	0.01021997628	0.1978321834	0.9612061307	0.134296815
1574	0.01021923005	0.1978111418	0.9612143826	0.134287267
1575	0.01021871152	0.197796298	0.9612202033	0.13428062
1576	0.01021807563	0.1977839717	0.9612250365	0.1342714626
1577	0.01021718335	0.1977670249	0.961231681	0.1342593347
1578	0.01021638843	0.1977556313	0.9612361479	0.1342486922
1579	0.01021563333	0.1977446075	0.9612404695	0.1342374271
1580	0.01021491746	0.197726756	0.9612474672	0.1342279025
1581	0.0102143838	0.1977134755	0.9612526727	0.1342210768
1582	0.01021379005	0.1976998701	0.9612580053	0.1342137767
1583	0.01021356148	0.1976903731	0.9612617273	0.1342109708
1584	0.01021295296	0.1976793439	0.9612660496	0.1342029333
1585	0.01021232133	0.1976650134	0.9612716654	0.1341952712
1586	0.01021170652	0.1976475683	0.961278501	0.1341869942
1587	0.01021056695	0.1976317294	0.9612847069	0.1341710799
1588	0.01021051511	0.1976298522	0.9612854423	0.1341703237
1589	0.01020982468	0.197611479	0.9612926404	0.1341619433
1590	0.01020966386	0.1976044264	0.9612954032	0.1341597942
1591	0.01020920718	0.1975927809	0.9612999651	0.134154044
1592	0.0102084265	0.1975765256	0.9613063323	0.1341435985
1593	0.01020800087	0.1975696523	0.9613090244	0.1341370937
1594	0.0102063502	0.1975494807	0.9613169246	0.1341143129
1595	0.01020570817	0.1975348672	0.9613226474	0.1341061944
1596	0.01020486021	0.1975181425	0.9613291965	0.134094685
1597	0.01020460849	0.1975063431	0.9613338167	0.1340914608
1598	0.01020405724	0.1974951545	0.9613381974	0.1340839497
1599	0.01020356903	0.1974825212	0.9613431434	0.1340776406
1600	0.01020289422	0.1974656115	0.9613497632	0.1340686492
1601	0.0102028333	0.1974633793	0.961350637	0.1340677636
1602	0.01020171711	0.1974517548	0.9613551874	0.1340516658
1603	0.01020103595	0.1974417677	0.9613590966	0.1340427269
1604	0.01020015464	0.1974289834	0.9613641005	0.1340302324
1605	0.01020008119	0.1974260429	0.9613652513	0.1340291329
1606	0.01019955489	0.1974153462	0.9613694377	0.1340219655
1607	0.01019890728	0.1973999983	0.9613754441	0.1340140529
1608	0.01019788428	0.1973834711	0.9613819115	0.1339998216
1609	0.01019782439	0.1973813114	0.9613827565	0.133998951
1610	0.01019737773	0.1973741997	0.9613855393	0.1339929126
1611	0.01019730653	0.1973713979	0.9613866356	0.1339918463
1612	0.01019682916	0.1973622119	0.9613902297	0.1339858409
1613	0.01019599911	0.1973515119	0.9613944161	0.1339734413
1614	0.01019535939	0.1973352154	0.9614007916	0.1339658066
1615	0.01019347995	0.1973122272	0.9614097842	0.1339385564
1616	0.01019226988	0.1972982167	0.9614152643	0.1339208995
1617	0.01019095773	0.1972767948	0.9614236426	0.1339022259
1618	0.01019088779	0.1972740787	0.9614247049	0.13390118
1619	0.0101903248	0.1972614618	0.961429639	0.1338942679
1620	0.01018935494	0.1972455706	0.9614358531	0.1338812841
1621	0.01018857265	0.1972332105	0.9614406861	0.1338701272
1622	0.0101875785	0.1972151937	0.9614477304	0.1338562521
1623	0.01018607651	0.1971957025	0.9614553504	0.1338358827
1624	0.01018559715	0.1971831033	0.9614602756	0.1338299119
1625	0.0101846604	0.1971682481	0.9614660823	0.1338167263
1626	0.01018418283	0.1971553101	0.9614711393	0.1338105756
1627	0.01018373729	0.1971440497	0.9614755403	0.1338047229
1628	0.01018286122	0.1971242324	0.961483285	0.1337932036
1629	0.01018212662	0.1971129723	0.9614876852	0.1337822824
1630	0.01018121538	0.1970918472	0.9614959396	0.1337698282
1631	0.01018019498	0.1970748106	0.9615025959	0.1337562499
1632	0.01017973001	0.1970635749	0.9615069855	0.1337504954
1633	0.01017919713	0.1970500929	0.9615122522	0.1337438039
1634	0.0101785625	0.1970407642	0.9615158963	0.1337354612
1635	0.01017759523	0.197025728	0.9615217695	0.133722544
1636	0.01017754481	0.1970240664	0.9615224185	0.1337218054
1637	0.01017632584	0.1970058693	0.9615295257	0.1337056293
1638	0.01017573527	0.1969965162	0.9615331785	0.1336967277
1639	0.01017442182	0.1969813188	0.9615391134	0.1336773945
1640	0.01017300022	0.1969638761	0.9615459245	0.1336572552
1641	0.01017188853	0.1969472083	0.9615524325	0.1336420985
1642	0.01017151627	0.1969320817	0.9615583382	0.1336371211
1643	0.01017112311	0.1969264204	0.9615605484	0.133631823
1644	0.01017012639	0.1969143741	0.961565251	0.1336178763
1645	0.01016918839	0.1968933413	0.9615734612	0.1336058128
1646	0.0101684863	0.1968838385	0.9615771703	0.1335962264
1647	0.01016650285	0.1968639149	0.9615849463	0.1335679718
1648	0.01016563108	0.1968458051	0.9615920137	0.1335568442
1649	0.01016515607	0.196831833	0.9615974659	0.1335505553
1650	0.01016508129	0.1968296532	0.9615983164	0.1335494805
1651	0.01016454029	0.1968150027	0.9616040329	0.133542511
1652	0.01016357749	0.1967955927	0.9616116058	0.1335301295
1653	0.01016304393	0.1967841533	0.9616160686	0.1335234395
1654	0.01016225864	0.1967705757	0.9616213652	0.1335118074
1655	0.01016134135	0.1967571569	0.9616265994	0.1334993451
1656	0.01016100527	0.196748098	0.9616301329	0.1334946105
1657	0.01016049034	0.1967300173	0.9616371848	0.1334880588
1658	0.01015954933	0.1967103266	0.9616448638	0.1334759495
1659	0.01015889436	0.1966941481	0.9616511726	0.1334678295
1660	0.01015819565	0.1966824511	0.9616557336	0.1334583532
1661	0.0101577367	0.1966706701	0.9616603269	0.1334521801
1662	0.01015664954	0.1966551233	0.9616663882	0.133436945
1663	0.01015577375	0.1966433556	0.9616709758	0.1334251094
1664	0.01015494391	0.1966225772	0.9616790755	0.1334149311
1665	0.01015459626	0.1966107434	0.9616836881	0.1334105501
1666	0.01015438836	0.196605871	0.9616855871	0.1334079109
1667	0.01015379952	0.19659237	0.9616908491	0.1333998274
1668	0.01015268925	0.1965755248	0.9616974139	0.1333852746
1669	0.01015233404	0.1965657693	0.9617012155	0.1333808692
1670	0.01015167952	0.1965538353	0.9617058658	0.1333716429
1671	0.01015108247	0.1965442855	0.9617095868	0.1333635781
1672	0.01014996863	0.1965279876	0.9617159369	0.1333485184
1673	0.01014931646	0.1965197215	0.9617191573	0.1333389903
1674	0.01014907371	0.1965122297	0.9617220759	0.133335227
1675	0.01014900136	0.1965101293	0.9617228942	0.133334186
1676	0.01014793504	0.1964925342	0.9617297484	0.1333197235
1677	0.01014788522	0.196490958	0.9617303624	0.1333189927
1678	0.01014677645	0.1964728588	0.9617374122	0.1333036747
1679	0.01014572386	0.1964505648	0.9617460951	0.1332887862
1680	0.01014520796	0.1964302613	0.961754002	0.1332824604
1681	0.0101436249	0.1964068792	0.9617631067	0.1332611208
1682	0.01014260243	0.196390483	0.9617694905	0.1332473066
1683	0.01014253567	0.1963881629	0.9617703937	0.1332463467
1684	0.01014210582	0.1963788458	0.961774021	0.1332406244
1685	0.01014160104	0.1963632967	0.9617800742	0.1332343226
1686	0.01014025538	0.196346857	0.9617864735	0.1332158883
1687	0.0101395755	0.1963301426	0.9617929793	0.1332073789
1688	0.0101393534	0.1963237903	0.9617954516	0.1332044675
1689	0.01013890687	0.1963111794	0.9618003596	0.1331988536
1690	0.01013819631	0.1962933916	0.9618072819	0.1331896006
1691	0.01013743076	0.1962795694	0.9618126605	0.1331793128
1692	0.01013621773	0.1962653873	0.9618181787	0.1331625037
1693	0.01013510372	0.1962501268	0.961824116	0.133147583
1694	0.0101347362	0.1962381736	0.9618287663	0.1331425354
1695	0.01013421355	0.1962217135	0.9618351695	0.1331359915
1696	0.01013384938	0.1962106105	0.9618394884	0.1331309794
1697	0.01013319106	0.1961946481	0.9618456972	0.1331227388
1698	0.01013257565	0.1961772712	0.9618524555	0.1331147872
1699	0.01013206074	0.1961630928	0.9618579694	0.1331082188
1700	0.01013141691	0.196148937	0.9618634741	0.1330995514
1701	0.01013010014	0.1961332354	0.9618695795	0.1330806805
1702	0.01012955321	0.1961204956	0.9618745328	0.1330730868
1703	0.01012865874	0.1961068179	0.9618798505	0.1330611525
1704	0.01012756938	0.1960935549	0.9618850065	0.1330453284
1705	0.01012704816	0.1960779029	0.9618910909	0.1330381468
1706	0.01012619702	0.196064918	0.9618961382	0.1330267837
1707	0.01012562855	0.1960482474	0.9619026175	0.1330195814
1708	0.01012519905	0.19604121	0.9619053525	0.133013153
1709	0.01012396168	0.1960267703	0.9619109642	0.1329960044
1710	0.0101233288	0.1960097442	0.9619175804	0.1329878111
1711	0.01012279194	0.1959919618	0.9619244899	0.132980918
1712	0.01012253745	0.1959878773	0.9619260769	0.132977197
1713	0.01012210906	0.1959774843	0.9619301148	0.1329718931
1714	0.01012073769	0.1959639517	0.9619353722	0.132952569
1715	0.01011958797	0.1959512767	0.9619402961	0.1329362234
1716	0.01011816179	0.1959297444	0.9619486602	0.1329156995
1717	0.01011775705	0.1959235083	0.9619510823	0.132910228
1718	0.0101172822	0.1959108762	0.9619559885	0.132904138
1719	0.01011630263	0.1958948938	0.9619621956	0.1328914178
1720	0.01011592173	0.1958890028	0.9619644833	0.1328862749
1721	0.01011413389	0.1958680277	0.9619726283	0.1328597615
1722	0.01011358186	0.1958552705	0.9619775817	0.1328518533
1723	0.01011292435	0.1958437253	0.9619820642	0.1328429408
1724	0.01011163454	0.1958267228	0.9619886651	0.132824706
1725	0.01011110046	0.1958130401	0.9619939767	0.1328174766
1726	0.01011049086	0.1958038921	0.9619975278	0.1328083312
1727	0.01010972868	0.1957874018	0.9620039285	0.1327986113
1728	0.0101092184	0.1957772395	0.9620078728	0.1327918672
1729	0.01010899634	0.19577143	0.9620101275	0.1327885931
1730	0.01010852644	0.195760726	0.9620142816	0.1327830575
1731	0.01010733497	0.1957473907	0.9620194567	0.1327658519
1732	0.01010651734	0.1957348289	0.9620243312	0.13275479
1733	0.01010501168	0.195716579	0.9620314124	0.1327337151
1734	0.01010385469	0.1956996158	0.9620379938	0.1327175281
1735	0.01010380087	0.195697872	0.9620386703	0.1327167448
1736	0.01010343488	0.1956846736	0.9620437906	0.132711962
1737	0.01010156259	0.1956616297	0.9620527295	0.1326856327
1738	0.01010152318	0.1956599828	0.9620533683	0.132685059
1739	0.01010147573	0.1956578151	0.9620542092	0.132684558
1740	0.01010055818	0.1956457043	0.9620589065	0.1326711122
1741	0.01010004798	0.1956305295	0.9620647919	0.1326642612
1742	0.01009968807	0.1956210371	0.9620684732	0.1326589743
1743	0.01009901791	0.1956056178	0.9620744527	0.1326507419
1744	0.0100983076	0.1955946673	0.9620786989	0.1326413704
1745	0.01009767911	0.1955840125	0.9620828302	0.1326328981
1746	0.01009689737	0.1955660226	0.9620898052	0.1326226138
1747	0.01009644331	0.1955524919	0.9620950508	0.1326166633
1748	0.01009598241	0.1955422555	0.9620990191	0.1326112245
1749	0.01009546704	0.1955307188	0.9621034911	0.1326050656
1750	0.01009508952	0.195520103	0.962107606	0.1326001045
1751	0.01009462928	0.195510535	0.9621113145	0.1325938171
1752	0.01009426263	0.1955027283	0.9621143402	0.1325890563
1753	0.01009370173	0.1954922263	0.9621184104	0.1325808672
1754	0.01009283327	0.1954678518	0.9621278562	0.1325700218
1755	0.0100925754	0.1954614099	0.9621303524	0.1325667709
1756	0.01009208433	0.1954483411	0.9621354162	0.1325602879
1757	0.01009074124	0.1954279905	0.9621433009	0.1325411216
1758	0.01008978124	0.1954180854	0.9621471383	0.1325274388
1759	0.0100893478	0.1954072367	0.962151341	0.1325221046
1760	0.0100880488	0.1953936021	0.9621566226	0.1325044473
1761	0.01008757659	0.1953854664	0.962159774	0.1324977312
1762	0.01008681619	0.1953753991	0.9621636734	0.1324864624
1763	0.01008649638	0.1953620726	0.9621688348	0.1324822584
1764	0.01008603862	0.1953449436	0.9621754684	0.1324766729
1765	0.010085647	0.1953340416	0.9621796902	0.1324716086
1766	0.01008518156	0.1953168285	0.9621863555	0.1324656485
1767	0.0100847195	0.1953001112	0.9621928282	0.132459739
1768	0.01008457718	0.1952951704	0.9621947411	0.1324579889
1769	0.01008418783	0.1952820314	0.9621998278	0.132453178
1770	0.01008412508	0.1952800246	0.9622006047	0.132452273
1771	0.01008369563	0.195264737	0.9622065228	0.1324469058
1772	0.01008283168	0.1952476259	0.9622131462	0.1324357988
1773	0.01008234383	0.1952350455	0.9622180155	0.1324296539
1774	0.01008190183	0.1952210852	0.9622234185	0.1324239895
1775	0.01008093696	0.195206141	0.9622292019	0.1324111408
1776	0.01007952879	0.1951893762	0.9622356893	0.1323922002
1777	0.01007866801	0.1951731011	0.9622419867	0.1323812945
1778	0.01007748625	0.1951600583	0.962247033	0.1323647194
1779	0.01007692361	0.1951480461	0.9622516803	0.1323577368
1780	0.01007623842	0.195128344	0.9622593021	0.132349112
1781	0.01007494004	0.1951065841	0.9622677189	0.1323320061
1782	0.01007389766	0.1950956015	0.9622719668	0.1323170521
1783	0.01007336538	0.1950769735	0.9622791711	0.1323106301
1784	0.01007222842	0.1950619245	0.9622849907	0.1322945204
1785	0.0100718678	0.1950509468	0.9622892356	0.1322893523
1786	0.01007122597	0.1950351323	0.9622953505	0.1322810016
1787	0.01007058967	0.1950190256	0.9623015778	0.1322726909
1788	0.01006972623	0.1949990595	0.9623092965	0.1322615259
1789	0.01006911343	0.1949830092	0.9623155009	0.132253165
