iter	Passed	Remaining
1664	20348	40757
1665	20362	40748
1666	20376	40740
1667	20390	40731
1668	20405	40725
1669	20419	40716
1670	20433	40708
1671	20451	40707
1672	20467	40702
1673	20480	40692
1674	20492	40680
1675	20503	40663
1676	20515	40652
1677	20526	40637
1678	20539	40627
1679	20552	40615
1680	20564	40602
1681	20578	40593
1682	20593	40586
1683	20604	40572
1684	20618	40564
1685	20632	40555
1686	20646	40546
1687	20660	40537
1688	20672	40525
1689	20685	40514
1690	20696	40500
1691	20708	40486
1692	20721	40475
1693	20733	40463
1694	20744	40448
1695	20754	40432
1696	20765	40417
1697	20776	40403
1698	20787	40388
1699	20798	40373
1700	20810	40360
1701	20822	40348
1702	20834	40336
1703	20848	40326
1704	20859	40312
1705	20870	40297
1706	20881	40283
1707	20893	40269
1708	20904	40255
1709	20916	40243
1710	20928	40229
1711	20938	40214
1712	20948	40197
1713	20959	40182
1714	20972	40171
1715	20984	40158
1716	20995	40145
1717	21006	40130
1718	21017	40116
1719	21030	40104
1720	21041	40089
1721	21053	40077
1722	21065	40065
1723	21078	40054
1724	21091	40043
1725	21103	40029
1726	21115	40017
1727	21128	40007
1728	21141	39995
1729	21151	39980
1730	21163	39967
1731	21175	39954
1732	21187	39942
1733	21199	39929
1734	21211	39916
1735	21221	39899
1736	21232	39886
1737	21244	39874
1738	21254	39856
1739	21263	39838
1740	21274	39823
1741	21285	39809
1742	21295	39793
1743	21306	39779
1744	21317	39764
1745	21330	39752
1746	21342	39739
1747	21354	39727
1748	21366	39715
1749	21381	39708
1750	21395	39700
1751	21409	39690
1752	21421	39678
1753	21435	39668
1754	21446	39654
1755	21458	39642
1756	21471	39631
1757	21486	39623
1758	21497	39610
1759	21509	39597
1760	21522	39585
1761	21534	39572
1762	21545	39558
1763	21556	39544
1764	21567	39530
1765	21579	39517
1766	21590	39503
1767	21602	39489
1768	21612	39475
1769	21623	39460
1770	21634	39445
1771	21646	39432
1772	21658	39420
1773	21670	39407
1774	21681	39392
1775	21691	39377
1776	21703	39364
1777	21715	39350
1778	21727	39338
1779	21739	39326
1780	21752	39315
1781	21765	39304
1782	21777	39291
1783	21788	39277
1784	21801	39266
1785	21812	39252
1786	21825	39241
1787	21836	39228
1788	21850	39217
1789	21864	39209
1790	21875	39195
1791	21887	39183
1792	21900	39171
1793	21912	39159
1794	21924	39147
1795	21936	39134
1796	21950	39125
1797	21963	39113
1798	21975	39101
1799	21987	39089
1800	21999	39076
1801	22012	39064
1802	22024	39053
1803	22037	39041
1804	22051	39033
1805	22067	39027
1806	22082	39020
1807	22096	39011
1808	22110	39002
1809	22123	38991
1810	22135	38978
1811	22148	38967
1812	22161	38956
1813	22174	38945
1814	22189	38938
1815	22203	38929
1816	22220	38926
1817	22236	38919
1818	22251	38912
1819	22265	38902
1820	22278	38892
1821	22291	38882
1822	22305	38872
1823	22321	38867
1824	22338	38862
1825	22354	38857
1826	22370	38850
1827	22384	38841
1828	22396	38829
1829	22407	38815
1830	22419	38802
1831	22431	38789
1832	22444	38778
1833	22456	38765
1834	22467	38752
1835	22480	38740
1836	22492	38727
1837	22503	38713
1838	22516	38702
1839	22529	38691
1840	22542	38680
1841	22556	38671
1842	22568	38659
1843	22581	38648
1844	22593	38636
1845	22606	38624
1846	22619	38613
1847	22630	38598
1848	22642	38587
1849	22657	38579
1850	22672	38571
1851	22685	38560
1852	22700	38552
1853	22713	38542
1854	22728	38533
1855	22741	38523
1856	22754	38512
1857	22769	38504
1858	22784	38496
1859	22797	38486
1860	22811	38476
1861	22824	38465
1862	22838	38457
1863	22853	38448
1864	22866	38438
1865	22878	38424
1866	22891	38413
1867	22904	38403
1868	22916	38390
1869	22928	38377
1870	22941	38367
1871	22954	38356
1872	22969	38348
1873	22982	38336
1874	22994	38324
1875	23007	38313
1876	23019	38301
1877	23031	38287
1878	23042	38272
1879	23053	38258
1880	23064	38244
1881	23075	38229
1882	23086	38216
1883	23098	38203
1884	23109	38189
1885	23121	38176
1886	23132	38161
1887	23142	38146
1888	23153	38131
1889	23164	38116
1890	23174	38100
1891	23184	38085
1892	23196	38072
1893	23208	38060
1894	23220	38047
1895	23231	38033
1896	23244	38022
1897	23256	38009
1898	23268	37996
1899	23281	37985
1900	23294	37975
1901	23307	37963
1902	23319	37951
1903	23333	37940
1904	23348	37933
1905	23360	37921
1906	23373	37910
1907	23387	37901
1908	23399	37888
1909	23414	37879
1910	23424	37863
1911	23436	37852
1912	23448	37838
1913	23462	37829
1914	23474	37816
1915	23487	37806
1916	23499	37793
1917	23511	37779
1918	23521	37764
1919	23534	37752
1920	23546	37739
1921	23558	37727
1922	23568	37712
1923	23580	37698
1924	23590	37684
1925	23601	37669
1926	23612	37655
1927	23623	37641
1928	23636	37629
1929	23647	37615
1930	23658	37601
1931	23669	37586
1932	23680	37572
1933	23692	37559
1934	23702	37544
1935	23713	37530
1936	23724	37515
1937	23735	37501
1938	23747	37489
1939	23759	37476
1940	23770	37462
1941	23781	37447
1942	23791	37431
1943	23801	37417
1944	23812	37401
1945	23822	37387
1946	23834	37374
1947	23846	37360
1948	23857	37347
1949	23868	37332
1950	23879	37318
1951	23891	37306
1952	23901	37290
1953	23913	37277
1954	23924	37264
1955	23937	37251
1956	23948	37237
1957	23960	37226
1958	23972	37213
1959	23986	37202
1960	23997	37188
1961	24007	37173
1962	24018	37158
1963	24029	37144
1964	24041	37132
1965	24052	37118
1966	24064	37106
1967	24074	37090
1968	24086	37077
1969	24097	37064
1970	24108	37050
1971	24119	37035
1972	24131	37022
1973	24141	37006
1974	24151	36991
1975	24162	36977
1976	24174	36964
1977	24186	36951
1978	24196	36936
1979	24207	36922
1980	24217	36907
1981	24228	36893
1982	24240	36879
1983	24250	36865
1984	24261	36850
1985	24272	36836
1986	24283	36822
1987	24294	36807
1988	24305	36794
1989	24317	36781
1990	24329	36769
1991	24341	36757
1992	24353	36744
1993	24366	36732
1994	24377	36718
1995	24388	36704
1996	24399	36691
1997	24412	36679
1998	24424	36667
1999	24438	36657
2000	24450	36644
2001	24461	36631
2002	24475	36621
2003	24486	36607
2004	24498	36595
2005	24511	36583
2006	24523	36571
2007	24535	36559
2008	24547	36546
2009	24561	36537
2010	24576	36528
2011	24591	36521
2012	24606	36513
2013	24624	36508
2014	24639	36500
2015	24653	36491
2016	24669	36484
2017	24684	36475
2018	24699	36468
2019	24714	36460
2020	24732	36456
2021	24754	36457
2022	24772	36455
2023	24789	36449
2024	24805	36442
2025	24819	36433
2026	24834	36424
2027	24849	36415
2028	24862	36405
2029	24878	36398
2030	24893	36390
2031	24908	36382
2032	24923	36374
2033	24938	36365
2034	24952	36355
2035	24968	36349
2036	24983	36340
2037	24996	36330
2038	25011	36321
2039	25026	36312
2040	25041	36305
2041	25055	36294
2042	25068	36284
2043	25083	36275
2044	25098	36266
2045	25113	36259
2046	25128	36250
2047	25144	36243
2048	25160	36236
2049	25176	36230
2050	25191	36221
2051	25207	36214
2052	25222	36206
2053	25237	36197
2054	25252	36188
2055	25269	36182
2056	25284	36175
2057	25299	36166
2058	25315	36160
2059	25330	36151
2060	25346	36143
2061	25362	36136
2062	25376	36127
2063	25389	36115
2064	25403	36105
2065	25416	36094
2066	25431	36085
2067	25442	36072
2068	25454	36059
2069	25468	36049
2070	25482	36039
2071	25495	36029
2072	25512	36022
2073	25529	36017
2074	25544	36008
2075	25559	35999
2076	25574	35991
2077	25590	35984
2078	25605	35975
2079	25620	35967
2080	25637	35961
2081	25651	35951
2082	25666	35943
2083	25683	35936
2084	25698	35928
2085	25713	35919
2086	25726	35908
2087	25740	35898
2088	25753	35887
2089	25766	35876
2090	25779	35864
2091	25797	35859
2092	25812	35851
2093	25825	35840
2094	25839	35830
2095	25853	35820
2096	25867	35809
2097	25879	35797
2098	25891	35784
2099	25903	35771
2100	25917	35761
2101	25930	35750
2102	25945	35741
2103	25959	35731
2104	25973	35721
2105	25986	35710
2106	25999	35698
2107	26011	35685
2108	26025	35675
2109	26040	35667
2110	26054	35656
2111	26068	35646
2112	26082	35636
2113	26094	35623
2114	26108	35613
2115	26120	35600
2116	26134	35590
2117	26146	35578
2118	26160	35568
2119	26174	35558
2120	26187	35547
2121	26200	35535
2122	26214	35524
2123	26226	35512
2124	26240	35501
2125	26252	35489
2126	26265	35477
2127	26279	35467
2128	26292	35456
2129	26307	35446
2130	26320	35436
2131	26334	35426
2132	26349	35416
2133	26362	35405
2134	26375	35394
2135	26388	35382
2136	26401	35370
2137	26414	35359
2138	26426	35345
2139	26439	35335
2140	26453	35324
2141	26468	35315
2142	26483	35307
2143	26497	35297
2144	26512	35288
2145	26527	35278
2146	26541	35268
2147	26556	35259
2148	26572	35252
2149	26587	35244
2150	26602	35235
2151	26617	35226
2152	26632	35217
2153	26646	35207
2154	26661	35197
2155	26677	35190
2156	26691	35180
2157	26705	35170
2158	26720	35160
2159	26733	35150
2160	26749	35141
2161	26762	35130
2162	26776	35119
2163	26791	35111
2164	26804	35100
2165	26818	35090
2166	26831	35077
2167	26843	35064
2168	26856	35052
2169	26868	35040
2170	26880	35027
2171	26891	35013
2172	26904	35001
2173	26916	34988
2174	26927	34974
2175	26939	34961
2176	26950	34948
2177	26963	34935
2178	26975	34923
2179	26986	34908
2180	26997	34895
2181	27009	34882
2182	27020	34867
2183	27030	34853
2184	27042	34839
2185	27054	34826
2186	27065	34812
2187	27077	34799
2188	27089	34786
2189	27101	34773
2190	27111	34758
2191	27123	34745
2192	27134	34731
2193	27146	34718
2194	27157	34705
2195	27169	34692
2196	27181	34678
2197	27193	34666
2198	27205	34653
2199	27218	34642
2200	27229	34627
2201	27240	34613
2202	27251	34599
2203	27263	34586
2204	27274	34572
2205	27285	34558
2206	27296	34543
2207	27306	34529
2208	27316	34513
2209	27327	34499
2210	27337	34484
2211	27347	34468
2212	27358	34455
2213	27369	34441
2214	27382	34428
2215	27393	34415
2216	27405	34402
2217	27417	34389
2218	27429	34376
2219	27441	34363
2220	27451	34348
2221	27462	34334
2222	27474	34321
2223	27485	34306
2224	27497	34294
2225	27507	34278
2226	27519	34266
2227	27530	34252
2228	27541	34238
2229	27553	34225
2230	27563	34210
2231	27576	34198
2232	27587	34184
2233	27599	34171
2234	27610	34157
2235	27621	34143
2236	27632	34130
2237	27643	34116
2238	27655	34103
2239	27667	34090
2240	27678	34076
2241	27690	34063
2242	27701	34049
2243	27714	34037
2244	27726	34024
2245	27738	34012
2246	27751	34000
2247	27762	33986
2248	27774	33973
2249	27786	33961
2250	27799	33950
2251	27814	33940
2252	27828	33929
2253	27840	33917
2254	27855	33907
2255	27868	33897
2256	27884	33888
2257	27897	33877
2258	27910	33865
2259	27924	33854
2260	27937	33843
2261	27948	33829
2262	27959	33816
2263	27971	33803
2264	27983	33790
2265	27993	33775
2266	28005	33762
2267	28018	33750
2268	28029	33737
2269	28040	33722
2270	28052	33709
2271	28063	33696
2272	28075	33683
2273	28086	33669
2274	28098	33656
2275	28110	33643
2276	28120	33628
2277	28132	33615
2278	28142	33601
2279	28154	33587
2280	28165	33573
2281	28177	33560
2282	28188	33547
2283	28199	33533
2284	28212	33521
2285	28224	33508
2286	28236	33495
2287	28248	33482
2288	28260	33470
2289	28272	33457
2290	28284	33445
2291	28295	33431
2292	28309	33420
2293	28320	33407
2294	28331	33392
2295	28342	33378
2296	28353	33364
2297	28363	33350
2298	28375	33337
2299	28386	33323
2300	28397	33309
2301	28408	33295
2302	28419	33281
2303	28430	33267
2304	28442	33254
2305	28453	33241
2306	28465	33228
2307	28477	33215
2308	28487	33200
2309	28500	33189
2310	28512	33176
2311	28524	33162
2312	28535	33150
2313	28547	33136
2314	28557	33121
2315	28569	33109
2316	28581	33096
2317	28593	33083
2318	28605	33070
2319	28616	33056
2320	28628	33044
2321	28639	33030
2322	28651	33017
2323	28662	33004
2324	28673	32990
2325	28685	32976
2326	28696	32963
2327	28706	32948
2328	28717	32934
2329	28728	32920
2330	28740	32908
2331	28752	32895
2332	28763	32881
2333	28774	32867
2334	28785	32853
2335	28798	32841
2336	28809	32827
2337	28821	32815
2338	28833	32802
2339	28845	32789
2340	28856	32776
2341	28868	32763
2342	28880	32750
2343	28890	32736
2344	28901	32721
2345	28912	32708
2346	28923	32694
2347	28934	32680
2348	28946	32667
2349	28957	32654
2350	28970	32642
2351	28981	32628
2352	28993	32616
2353	29005	32603
2354	29017	32591
2355	29029	32578
2356	29041	32565
2357	29052	32552
2358	29064	32538
2359	29076	32526
2360	29087	32512
2361	29098	32498
2362	29110	32485
2363	29122	32473
2364	29135	32461
2365	29147	32448
2366	29159	32435
2367	29169	32421
2368	29181	32408
2369	29193	32396
2370	29205	32383
2371	29217	32370
2372	29228	32356
2373	29239	32343
2374	29251	32330
2375	29261	32316
2376	29273	32303
2377	29285	32290
2378	29295	32275
2379	29307	32263
2380	29320	32251
2381	29332	32238
2382	29345	32226
2383	29356	32213
2384	29368	32201
2385	29380	32187
2386	29392	32175
2387	29404	32162
2388	29415	32149
2389	29427	32136
2390	29439	32123
2391	29452	32112
2392	29465	32100
2393	29478	32088
2394	29489	32075
2395	29500	32061
2396	29511	32048
2397	29523	32035
2398	29535	32022
2399	29547	32009
2400	29559	31997
2401	29572	31985
2402	29585	31974
2403	29603	31967
2404	29616	31956
2405	29629	31944
2406	29640	31931
2407	29653	31918
2408	29665	31907
2409	29677	31893
2410	29689	31880
2411	29700	31867
2412	29712	31855
2413	29724	31842
2414	29736	31830
2415	29748	31816
2416	29760	31804
2417	29772	31792
2418	29785	31780
2419	29796	31767
2420	29807	31753
2421	29819	31740
2422	29831	31727
2423	29842	31713
2424	29853	31700
2425	29864	31685
2426	29875	31672
2427	29886	31658
2428	29898	31646
2429	29910	31634
2430	29921	31619
2431	29932	31606
2432	29944	31594
2433	29957	31581
2434	29968	31568
2435	29979	31554
2436	29992	31543
2437	30003	31530
2438	30015	31516
2439	30026	31503
2440	30038	31490
2441	30049	31477
2442	30061	31464
2443	30073	31451
2444	30085	31438
2445	30096	31425
2446	30108	31412
2447	30121	31400
2448	30135	31390
2449	30147	31378
2450	30161	31367
2451	30173	31354
2452	30186	31343
2453	30200	31332
2454	30212	31320
2455	30225	31308
2456	30238	31296
2457	30250	31284
2458	30263	31272
2459	30275	31259
2460	30287	31247
2461	30301	31236
2462	30313	31224
2463	30327	31213
2464	30340	31201
2465	30352	31189
2466	30366	31178
2467	30380	31168
2468	30394	31157
2469	30406	31145
2470	30418	31132
2471	30430	31119
2472	30441	31106
2473	30453	31093
2474	30463	31079
2475	30474	31065
2476	30485	31051
2477	30496	31038
2478	30507	31024
2479	30518	31010
2480	30530	30997
2481	30542	30985
2482	30553	30972
2483	30564	30958
2484	30576	30945
2485	30587	30932
2486	30599	30919
2487	30610	30905
2488	30622	30893
2489	30635	30881
2490	30646	30868
2491	30657	30854
2492	30668	30841
2493	30680	30827
2494	30691	30814
2495	30702	30801
2496	30714	30788
2497	30727	30776
2498	30739	30764
2499	30752	30752
2500	30764	30740
2501	30777	30728
2502	30791	30718
2503	30805	30706
2504	30818	30695
2505	30832	30685
2506	30846	30673
2507	30857	30660
2508	30868	30647
2509	30880	30634
2510	30891	30621
2511	30903	30608
2512	30915	30595
2513	30927	30583
2514	30939	30570
2515	30949	30555
2516	30960	30542
2517	30972	30529
2518	30984	30516
2519	30994	30502
2520	31006	30489
2521	31017	30476
2522	31031	30465
2523	31043	30452
2524	31054	30439
2525	31066	30426
2526	31078	30414
2527	31089	30401
2528	31102	30389
2529	31114	30376
2530	31127	30365
2531	31140	30353
2532	31153	30341
2533	31166	30330
2534	31179	30318
2535	31191	30306
2536	31205	30294
2537	31220	30285
2538	31234	30275
2539	31249	30265
2540	31264	30255
2541	31280	30246
2542	31295	30237
2543	31310	30227
2544	31323	30216
2545	31335	30203
2546	31347	30190
2547	31359	30177
2548	31369	30163
2549	31381	30150
2550	31393	30138
2551	31405	30125
2552	31418	30113
2553	31431	30102
2554	31443	30090
2555	31456	30078
2556	31468	30065
2557	31482	30054
2558	31495	30043
2559	31507	30030
2560	31519	30018
2561	31531	30005
2562	31543	29992
2563	31554	29979
2564	31567	29967
2565	31581	29957
2566	31594	29944
2567	31606	29932
2568	31620	29922
2569	31633	29910
2570	31647	29899
2571	31661	29889
2572	31675	29877
2573	31689	29867
2574	31702	29855
2575	31715	29844
2576	31727	29831
2577	31741	29820
2578	31755	29809
2579	31773	29803
2580	31789	29793
2581	31804	29784
2582	31820	29775
2583	31833	29763
2584	31847	29752
2585	31861	29742
2586	31875	29731
2587	31888	29720
2588	31902	29708
2589	31915	29697
2590	31928	29685
2591	31939	29672
2592	31952	29660
2593	31964	29648
2594	31977	29636
2595	31990	29624
2596	32003	29612
2597	32016	29600
2598	32028	29588
2599	32041	29576
2600	32053	29564
2601	32065	29551
2602	32078	29539
2603	32090	29526
2604	32102	29514
2605	32114	29501
2606	32126	29489
2607	32137	29475
2608	32150	29463
2609	32161	29450
2610	32173	29437
2611	32185	29425
2612	32196	29412
2613	32209	29399
2614	32220	29386
2615	32233	29374
2616	32245	29362
2617	32257	29349
2618	32268	29336
2619	32279	29322
2620	32290	29309
2621	32300	29295
2622	32312	29282
2623	32324	29269
2624	32336	29256
2625	32349	29245
2626	32370	29240
2627	32389	29234
2628	32406	29226
2629	32420	29215
2630	32435	29205
2631	32449	29194
2632	32464	29184
2633	32478	29173
2634	32494	29164
2635	32507	29153
2636	32521	29142
2637	32535	29131
2638	32548	29120
2639	32562	29108
2640	32575	29096
2641	32586	29083
2642	32600	29072
2643	32612	29060
2644	32626	29049
2645	32645	29042
2646	32661	29034
2647	32678	29025
2648	32693	29015
2649	32709	29006
2650	32724	28996
2651	32743	28990
2652	32762	28983
2653	32779	28975
2654	32793	28964
2655	32808	28954
2656	32823	28944
2657	32837	28933
2658	32851	28922
2659	32865	28911
2660	32879	28901
2661	32894	28890
2662	32907	28879
2663	32920	28867
2664	32935	28856
2665	32948	28845
2666	32960	28832
2667	32972	28819
2668	32985	28808
2669	32999	28797
2670	33013	28786
2671	33026	28774
2672	33039	28762
2673	33052	28750
2674	33065	28739
2675	33078	28727
2676	33091	28715
2677	33104	28704
2678	33117	28692
2679	33132	28682
2680	33146	28670
2681	33161	28660
2682	33175	28649
2683	33191	28640
2684	33207	28631
2685	33220	28619
2686	33236	28609
2687	33251	28600
2688	33269	28592
2689	33286	28584
2690	33301	28574
2691	33315	28562
2692	33328	28551
2693	33341	28539
2694	33353	28526
2695	33367	28515
2696	33381	28504
2697	33394	28492
2698	33407	28480
2699	33419	28468
2700	33431	28455
2701	33443	28443
2702	33455	28430
2703	33467	28417
2704	33481	28406
2705	33494	28395
2706	33509	28384
2707	33524	28374
2708	33538	28363
2709	33552	28352
2710	33566	28341
2711	33580	28330
2712	33595	28320
2713	33611	28310
2714	33625	28300
2715	33640	28289
2716	33654	28278
2717	33672	28270
2718	33689	28262
2719	33703	28251
2720	33721	28243
2721	33737	28234
2722	33756	28227
2723	33774	28219
2724	33789	28209
2725	33805	28200
2726	33819	28189
2727	33833	28177
2728	33847	28166
2729	33859	28154
2730	33871	28141
2731	33883	28128
2732	33896	28116
2733	33908	28103
2734	33920	28091
2735	33932	28079
2736	33943	28065
2737	33955	28051
2738	33966	28038
2739	33977	28025
2740	33989	28012
2741	34000	27999
2742	34011	27985
2743	34022	27971
2744	34035	27959
2745	34047	27947
2746	34058	27933
2747	34069	27920
2748	34082	27908
2749	34095	27896
2750	34108	27884
2751	34121	27872
2752	34134	27860
2753	34147	27848
2754	34161	27837
2755	34175	27826
2756	34188	27814
2757	34202	27803
2758	34215	27791
2759	34228	27779
2760	34241	27768
2761	34256	27757
2762	34269	27745
2763	34282	27733
2764	34295	27722
2765	34311	27712
2766	34325	27701
2767	34340	27690
2768	34355	27680
2769	34369	27669
2770	34384	27658
2771	34400	27649
2772	34414	27638
2773	34427	27626
2774	34442	27615
2775	34456	27604
2776	34470	27593
2777	34485	27583
2778	34500	27573
2779	34515	27562
2780	34530	27552
2781	34544	27540
2782	34558	27529
2783	34570	27517
2784	34582	27504
2785	34595	27492
2786	34608	27480
2787	34623	27469
2788	34637	27459
2789	34651	27447
2790	34664	27435
2791	34677	27424
2792	34691	27413
2793	34706	27402
2794	34722	27392
2795	34736	27381
2796	34751	27371
2797	34766	27361
2798	34782	27351
2799	34797	27341
2800	34811	27329
2801	34826	27319
2802	34840	27308
2803	34855	27297
2804	34871	27287
2805	34888	27278
2806	34903	27268
2807	34918	27258
2808	34935	27249
2809	34950	27239
2810	34965	27228
2811	34979	27217
2812	34993	27206
2813	35006	27193
2814	35020	27183
2815	35032	27170
2816	35044	27157
2817	35057	27145
2818	35070	27132
2819	35081	27120
2820	35093	27107
2821	35105	27094
2822	35116	27080
2823	35127	27066
2824	35139	27054
2825	35151	27041
2826	35164	27029
2827	35177	27017
2828	35190	27005
2829	35203	26993
2830	35215	26981
2831	35229	26969
2832	35242	26957
2833	35256	26945
2834	35269	26934
2835	35281	26921
2836	35293	26908
2837	35305	26895
2838	35316	26882
2839	35328	26869
2840	35339	26855
2841	35349	26841
2842	35361	26828
2843	35372	26815
2844	35383	26801
2845	35393	26787
2846	35404	26774
2847	35416	26761
2848	35429	26749
2849	35442	26736
2850	35453	26723
2851	35464	26710
2852	35475	26697
2853	35486	26683
2854	35498	26670
2855	35510	26657
2856	35521	26644
2857	35532	26631
2858	35544	26617
2859	35555	26604
2860	35567	26591
2861	35580	26579
2862	35592	26566
2863	35605	26555
2864	35616	26541
2865	35628	26528
2866	35641	26516
2867	35652	26503
2868	35665	26491
2869	35677	26478
2870	35689	26465
2871	35702	26453
2872	35715	26441
2873	35728	26429
2874	35743	26419
2875	35755	26406
2876	35769	26395
2877	35783	26383
2878	35794	26370
2879	35807	26358
2880	35821	26346
2881	35833	26334
2882	35845	26321
2883	35859	26309
2884	35871	26297
2885	35882	26284
2886	35896	26272
2887	35910	26261
2888	35921	26247
2889	35933	26235
2890	35944	26221
2891	35956	26209
2892	35968	26196
2893	35981	26184
2894	35993	26171
2895	36005	26158
2896	36017	26145
2897	36029	26133
2898	36041	26120
2899	36052	26107
2900	36063	26093
2901	36076	26081
2902	36089	26069
2903	36101	26056
2904	36113	26043
2905	36126	26031
2906	36139	26019
2907	36150	26006
2908	36165	25995
2909	36178	25983
2910	36191	25971
2911	36204	25959
2912	36218	25948
2913	36233	25938
2914	36248	25927
2915	36262	25916
2916	36276	25904
2917	36290	25893
2918	36303	25881
2919	36316	25869
2920	36329	25856
2921	36339	25843
2922	36352	25830
2923	36364	25818
2924	36376	25805
2925	36387	25791
2926	36398	25778
2927	36410	25765
2928	36422	25753
2929	36433	25740
2930	36445	25726
2931	36457	25713
2932	36469	25701
2933	36481	25688
2934	36493	25675
2935	36505	25663
2936	36518	25651
2937	36529	25637
2938	36541	25624
2939	36553	25612
2940	36565	25599
2941	36579	25587
2942	36593	25576
2943	36607	25565
2944	36621	25554
2945	36635	25543
2946	36648	25530
2947	36662	25519
2948	36675	25507
2949	36689	25496
2950	36701	25483
2951	36713	25470
2952	36725	25457
2953	36739	25446
2954	36753	25435
2955	36766	25422
2956	36779	25411
2957	36793	25399
2958	36806	25387
2959	36820	25376
2960	36834	25364
2961	36846	25352
2962	36860	25340
2963	36873	25328
2964	36886	25316
2965	36899	25304
2966	36912	25292
2967	36924	25279
2968	36937	25267
2969	36949	25255
2970	36961	25242
2971	36973	25229
2972	36985	25216
2973	36997	25204
2974	37010	25191
2975	37022	25179
2976	37035	25167
2977	37048	25154
2978	37061	25143
2979	37073	25130
2980	37087	25119
2981	37099	25106
2982	37113	25094
2983	37125	25082
2984	37138	25069
2985	37150	25057
2986	37161	25043
2987	37173	25030
2988	37185	25018
2989	37198	25006
2990	37210	24993
2991	37223	24981
2992	37237	24969
2993	37251	24958
2994	37264	24946
2995	37277	24934
2996	37290	24922
2997	37304	24911
2998	37319	24900
2999	37333	24889
3000	37347	24877
3001	37360	24865
3002	37372	24852
3003	37383	24839
3004	37396	24827
3005	37409	24815
3006	37421	24802
3007	37435	24790
3008	37447	24778
3009	37458	24764
3010	37470	24752
3011	37483	24739
3012	37495	24727
3013	37508	24715
3014	37521	24703
3015	37533	24690
3016	37547	24678
3017	37558	24665
3018	37571	24653
3019	37582	24640
3020	37595	24627
3021	37607	24615
3022	37620	24603
3023	37632	24590
3024	37644	24578
3025	37658	24566
3026	37670	24553
3027	37681	24540
3028	37693	24527
3029	37705	24515
3030	37718	24502
3031	37730	24489
3032	37742	24477
3033	37754	24464
3034	37768	24453
3035	37782	24441
3036	37796	24430
3037	37810	24418
3038	37823	24406
3039	37837	24395
3040	37849	24382
3041	37862	24370
3042	37875	24358
3043	37887	24345
3044	37900	24333
3045	37912	24320
3046	37926	24309
3047	37938	24296
3048	37950	24283
3049	37964	24272
3050	37978	24260
3051	37992	24249
3052	38005	24237
3053	38019	24225
3054	38031	24213
3055	38043	24200
3056	38056	24188
3057	38069	24176
3058	38082	24163
3059	38094	24151
3060	38106	24138
3061	38118	24126
3062	38130	24113
3063	38144	24101
3064	38157	24089
3065	38171	24078
3066	38184	24065
3067	38197	24053
3068	38209	24041
3069	38222	24029
3070	38235	24016
3071	38247	24004
3072	38260	23992
3073	38272	23979
3074	38285	23967
3075	38300	23956
3076	38315	23945
3077	38329	23933
3078	38342	23922
3079	38356	23910
3080	38370	23898
3081	38382	23886
3082	38396	23874
3083	38410	23863
3084	38423	23851
3085	38436	23839
3086	38449	23827
3087	38462	23814
3088	38476	23803
3089	38488	23790
3090	38499	23777
3091	38512	23765
3092	38524	23752
3093	38536	23739
3094	38549	23727
3095	38561	23714
3096	38573	23701
3097	38584	23688
3098	38596	23676
3099	38608	23663
3100	38620	23650
3101	38632	23637
3102	38645	23625
3103	38657	23612
3104	38669	23600
3105	38680	23586
3106	38692	23574
3107	38705	23561
3108	38718	23549
3109	38732	23538
3110	38743	23525
3111	38755	23512
3112	38767	23499
3113	38780	23487
3114	38791	23474
3115	38803	23461
3116	38817	23449
3117	38830	23437
3118	38843	23425
3119	38856	23413
3120	38870	23401
3121	38882	23389
3122	38896	23377
3123	38908	23365
3124	38920	23352
3125	38932	23339
3126	38945	23327
3127	38958	23315
3128	38969	23301
3129	38981	23289
3130	38992	23275
3131	39003	23262
3132	39015	23249
3133	39026	23236
3134	39037	23223
3135	39049	23210
3136	39063	23198
3137	39074	23185
3138	39086	23173
3139	39099	23160
3140	39112	23148
3141	39125	23136
3142	39136	23123
3143	39149	23110
3144	39161	23098
3145	39172	23085
3146	39186	23073
3147	39197	23060
3148	39209	23047
3149	39221	23035
3150	39233	23022
3151	39244	23009
3152	39257	22996
3153	39269	22983
3154	39282	22971
3155	39294	22959
3156	39306	22946
3157	39319	22934
3158	39334	22923
3159	39348	22911
3160	39362	22900
3161	39375	22888
3162	39390	22877
3163	39402	22864
3164	39416	22852
3165	39429	22840
3166	39441	22828
3167	39453	22815
3168	39466	22803
3169	39478	22790
3170	39489	22777
3171	39501	22764
3172	39513	22751
3173	39525	22739
3174	39538	22726
3175	39551	22714
3176	39562	22701
3177	39573	22688
3178	39585	22675
3179	39596	22662
3180	39608	22649
3181	39620	22636
3182	39632	22624
3183	39645	22611
3184	39655	22598
3185	39667	22585
3186	39678	22572
3187	39690	22559
3188	39702	22546
3189	39715	22534
3190	39727	22522
3191	39741	22510
3192	39753	22497
3193	39766	22485
3194	39778	22472
3195	39790	22459
3196	39802	22447
3197	39815	22435
3198	39828	22422
3199	39840	22410
3200	39853	22398
3201	39865	22385
3202	39879	22373
3203	39892	22361
3204	39905	22349
3205	39919	22338
3206	39932	22325
3207	39944	22313
3208	39957	22300
3209	39970	22289
3210	39982	22276
3211	39994	22263
3212	40006	22250
3213	40018	22237
3214	40030	22225
3215	40042	22212
3216	40055	22200
3217	40066	22187
